	station_id	stationname	date	rides	y
136254	40340	Berwyn	04/23/2010	3620	2010
136264	40470	Racine	06/15/2010	1568	2010
136295	40660	Armitage	10/24/2010	1544	2010
136305	40090	Damen-Brown	01/18/2010	1325	2010
136350	40060	Belmont-O'Hare	10/20/2010	5027	2010
136363	41170	Garfield-Dan Ryan	03/06/2010	3509	2010
136375	40750	Harlem-O'Hare	04/08/2010	2684	2010
136389	41490	Harrison	07/17/2010	3142	2010
136405	40720	East 63rd-Cottage Grove	04/05/2010	1253	2010
136410	40140	Skokie	03/20/2010	803	2010
136431	40090	Damen-Brown	01/08/2010	2090	2010
136436	40280	Central-Lake	08/04/2010	2315	2010
136452	40050	Davis	06/01/2010	3708	2010
136510	40810	Medical Center	02/04/2010	3163	2010
136540	40300	Indiana	10/11/2010	691	2010
136559	41040	Kedzie-Cermak	01/09/2010	468	2010
136561	41130	Halsted-Orange	03/28/2010	746	2010
136604	41030	Polk	10/13/2010	3533	2010
136615	40470	Racine	08/04/2010	1335	2010
136630	41210	Wellington	08/07/2010	1540	2010
136672	41450	Chicago/State	01/09/2010	9235	2010
136682	40940	Halsted/63rd	05/24/2010	781	2010
136717	40330	Grand/State	05/04/2010	7457	2010
136721	40060	Belmont-O'Hare	09/20/2010	4830	2010
136725	40910	63rd-Dan Ryan	07/16/2010	3406	2010
136743	41350	Oak Park-Lake	11/11/2010	1486	2010
136747	40720	East 63rd-Cottage Grove	05/28/2010	1394	2010
136749	41330	Montrose-O'Hare	08/29/2010	835	2010
136750	40310	Western-Orange	05/15/2010	1638	2010
136760	41330	Montrose-O'Hare	05/04/2010	2011	2010
136762	40910	63rd-Dan Ryan	01/02/2010	2041	2010
136778	40530	Diversey	10/25/2010	5065	2010
136782	41450	Chicago/State	10/08/2010	16836	2010
136795	40580	54th/Cermak	04/05/2010	1801	2010
136823	41170	Garfield-Dan Ryan	06/13/2010	2220	2010
136833	40990	69th	07/10/2010	4360	2010
136869	40460	Merchandise Mart	03/03/2010	6302	2010
136875	40080	Sheridan	08/11/2010	4587	2010
136894	40120	35th/Archer	10/17/2010	897	2010
136898	40780	Central Park	04/07/2010	1062	2010
136913	40220	Western-Forest Park	04/19/2010	1494	2010
136926	40670	Western/Milwaukee	11/06/2010	2453	2010
136936	40880	Thorndale	11/29/2010	2788	2010
136941	40770	Lawrence	07/10/2010	2463	2010
136943	41020	Logan Square	09/09/2010	6151	2010
136964	40940	Halsted/63rd	05/18/2010	716	2010
137013	40440	California-Cermak	06/05/2010	642	2010
137020	40740	Western-Cermak	05/09/2010	446	2010
137053	40520	Foster	07/21/2010	830	2010
137078	41260	Austin-Lake	02/13/2010	1104	2010
137088	40530	Diversey	05/20/2010	4797	2010
137098	40210	Damen-Cermak	04/24/2010	688	2010
137106	40460	Merchandise Mart	01/05/2010	5208	2010
137111	41450	Chicago/State	06/01/2010	13377	2010
137115	40380	Clark/Lake	03/30/2010	17484	2010
137130	41020	Logan Square	03/28/2010	2090	2010
137136	40400	Noyes	05/04/2010	744	2010
137137	41140	King Drive	11/16/2010	620	2010
137145	41010	Rockwell	05/03/2010	1567	2010
137155	40100	Morse	12/20/2010	3675	2010
137158	40270	Main	10/24/2010	567	2010
137171	40440	California-Cermak	06/25/2010	1296	2010
137172	41030	Polk	11/07/2010	605	2010
137191	40310	Western-Orange	04/04/2010	911	2010
137192	40780	Central Park	05/11/2010	1022	2010
137198	41260	Austin-Lake	01/31/2010	694	2010
137207	40010	Austin-Forest Park	09/15/2010	2310	2010
137242	40200	Randolph/Wabash	11/23/2010	7225	2010
137250	40490	Grand/Milwaukee	04/29/2010	2015	2010
137256	41270	43rd	06/06/2010	492	2010
137271	40700	Laramie	01/22/2010	1490	2010
137275	40320	Division/Milwaukee	02/27/2010	2615	2010
137285	40220	Western-Forest Park	01/25/2010	1422	2010
137289	41170	Garfield-Dan Ryan	09/06/2010	2217	2010
137291	41440	Addison-Brown	10/14/2010	2440	2010
137298	41180	Kedzie-Brown	07/28/2010	1760	2010
137331	41340	LaSalle	04/09/2010	2764	2010
137353	41280	Jefferson Park	09/25/2010	3297	2010
137367	41310	Paulina	08/23/2010	2144	2010
137372	40430	Clinton-Forest Park	03/11/2010	2781	2010
137466	41290	Kimball	06/18/2010	4024	2010
137468	40550	Irving Park-O'Hare	09/27/2010	4096	2010
137499	40800	Sedgwick	11/02/2010	3700	2010
137525	40660	Armitage	04/05/2010	3762	2010
137528	41230	47th-Dan Ryan	02/03/2010	3493	2010
137536	40960	Pulaski-Orange	01/25/2010	4881	2010
137567	40810	Medical Center	03/27/2010	1013	2010
137568	41220	Fullerton	07/18/2010	7755	2010
137626	41230	47th-Dan Ryan	12/21/2010	2674	2010
137647	40540	Wilson	07/30/2010	5190	2010
137660	41040	Kedzie-Cermak	09/19/2010	490	2010
137681	40420	Cicero-Cermak	10/22/2010	1365	2010
137685	40640	Madison/Wabash	09/15/2010	8354	2010
137692	41460	Irving Park-Brown	04/05/2010	2345	2010
137720	41000	Cermak-Chinatown	05/01/2010	3405	2010
137747	41280	Jefferson Park	10/04/2010	6413	2010
137748	40470	Racine	06/30/2010	1578	2010
137811	40010	Austin-Forest Park	10/06/2010	2227	2010
137842	41140	King Drive	11/11/2010	536	2010
137851	40890	O'Hare Airport	08/21/2010	8126	2010
137871	40250	Kedzie-Homan-Forest Park	10/31/2010	1032	2010
137875	40750	Harlem-O'Hare	01/08/2010	2445	2010
137894	41160	Clinton-Lake	07/30/2010	4124	2010
137971	40440	California-Cermak	05/31/2010	498	2010
137988	41400	Roosevelt	08/24/2010	9896	2010
138001	40210	Damen-Cermak	05/21/2010	1215	2010
138006	40920	Pulaski-Forest Park	06/26/2010	1418	2010
138055	40480	Cicero-Lake	11/01/2010	1638	2010
138058	41340	LaSalle	09/29/2010	3245	2010
138092	40420	Cicero-Cermak	04/27/2010	1123	2010
138161	41190	Jarvis	04/07/2010	1518	2010
138164	40190	Sox-35th-Dan Ryan	06/13/2010	2487	2010
138178	40790	Monroe/Dearborn	06/30/2010	6547	2010
138211	40580	54th/Cermak	02/06/2010	918	2010
138212	40010	Austin-Forest Park	06/09/2010	2086	2010
138216	40960	Pulaski-Orange	10/03/2010	1306	2010
138233	40450	95th/Dan Ryan	07/10/2010	7959	2010
138253	40320	Division/Milwaukee	12/25/2010	668	2010
138269	40610	Ridgeland	10/24/2010	446	2010
138279	41280	Jefferson Park	08/22/2010	2561	2010
138281	40290	Ashland/63rd	07/30/2010	1496	2010
138294	40660	Armitage	08/13/2010	3462	2010
138301	40090	Damen-Brown	08/08/2010	1207	2010
138348	41080	47th-South Elevated	07/21/2010	1334	2010
138358	40780	Central Park	03/19/2010	1086	2010
138376	40710	Chicago/Franklin	02/21/2010	1605	2010
138389	41140	King Drive	08/18/2010	640	2010
138501	41050	Linden	08/21/2010	1094	2010
138504	40910	63rd-Dan Ryan	07/17/2010	2577	2010
138565	40010	Austin-Forest Park	04/20/2010	2119	2010
138610	40640	Madison/Wabash	12/26/2010	1393	2010
138630	40790	Monroe/Dearborn	08/12/2010	5886	2010
138649	40020	Harlem-Lake	11/16/2010	3891	2010
138690	40370	Washington/Dearborn	10/27/2010	8667	2010
138732	40920	Pulaski-Forest Park	11/30/2010	1724	2010
138743	40610	Ridgeland	02/25/2010	1369	2010
138758	40080	Sheridan	12/08/2010	5052	2010
138765	41350	Oak Park-Lake	08/05/2010	1738	2010
138829	41660	Lake/State	03/11/2010	16817	2010
138863	40650	North/Clybourn	06/19/2010	4002	2010
138872	40390	Forest Park	03/09/2010	3670	2010
138883	40690	Dempster	08/21/2010	647	2010
138922	40890	O'Hare Airport	12/17/2010	8873	2010
138944	41220	Fullerton	05/04/2010	14005	2010
138954	40270	Main	10/11/2010	1063	2010
138955	41350	Oak Park-Lake	04/21/2010	1566	2010
138981	40590	Damen/Milwaukee	12/17/2010	5528	2010
139027	41040	Kedzie-Cermak	04/15/2010	999	2010
139050	40770	Lawrence	10/20/2010	3700	2010
139099	40660	Armitage	02/04/2010	4113	2010
139106	41360	California-Lake	12/03/2010	1109	2010
139152	40600	Kostner	03/02/2010	446	2010
139166	40690	Dempster	11/08/2010	756	2010
139175	40300	Indiana	01/24/2010	332	2010
139182	40910	63rd-Dan Ryan	03/29/2010	2965	2010
139193	40400	Noyes	08/07/2010	467	2010
139204	40640	Madison/Wabash	03/11/2010	5885	2010
139216	40270	Main	11/06/2010	815	2010
139219	40370	Washington/Dearborn	12/12/2010	2102	2010
139238	41120	35-Bronzeville-IIT	02/02/2010	2113	2010
139279	41490	Harrison	08/09/2010	2746	2010
139290	41410	Chicago/Milwaukee	09/23/2010	3895	2010
139293	41420	Addison-North Main	04/27/2010	12722	2010
139295	40740	Western-Cermak	01/04/2010	872	2010
139301	40470	Racine	09/08/2010	2592	2010
139305	41120	35-Bronzeville-IIT	05/24/2010	1751	2010
139308	40900	Howard	06/15/2010	6369	2010
139336	40390	Forest Park	12/30/2010	2910	2010
139367	40940	Halsted/63rd	01/30/2010	525	2010
139385	41030	Polk	12/12/2010	454	2010
139391	40530	Diversey	01/12/2010	4931	2010
139401	40210	Damen-Cermak	07/12/2010	1112	2010
139424	41130	Halsted-Orange	06/30/2010	2417	2010
139442	41060	Ashland-Orange	06/28/2010	1428	2010
139443	40740	Western-Cermak	08/21/2010	695	2010
139485	40070	Jackson/Dearborn	04/22/2010	8196	2010
139502	41420	Addison-North Main	12/11/2010	5974	2010
139525	41160	Clinton-Lake	03/31/2010	4114	2010
139563	41070	Kedzie-Lake	12/23/2010	1051	2010
139583	40280	Central-Lake	05/01/2010	1653	2010
139594	40480	Cicero-Lake	06/02/2010	1418	2010
139596	41420	Addison-North Main	03/12/2010	6827	2010
139599	41460	Irving Park-Brown	05/01/2010	1598	2010
139604	40430	Clinton-Forest Park	05/23/2010	999	2010
139609	40870	Francisco	05/10/2010	1372	2010
139616	40450	95th/Dan Ryan	10/20/2010	14267	2010
139626	40550	Irving Park-O'Hare	05/04/2010	4173	2010
139649	41320	Belmont-North Main	08/22/2010	7922	2010
139659	41230	47th-Dan Ryan	08/30/2010	3199	2010
139661	41450	Chicago/State	12/14/2010	13504	2010
139671	41270	43rd	05/05/2010	1097	2010
139713	40200	Randolph/Wabash	02/19/2010	6214	2010
139720	40660	Armitage	12/04/2010	2181	2010
139723	40370	Washington/Dearborn	11/06/2010	3902	2010
139730	40850	Library	04/17/2010	1959	2010
139736	40170	Ashland-Lake	12/29/2010	1714	2010
139748	40260	State/Lake	08/04/2010	8950	2010
139751	40360	Southport	02/15/2010	2202	2010
139753	40650	North/Clybourn	11/08/2010	4831	2010
139778	40140	Skokie	03/24/2010	2314	2010
139803	41090	Monroe/State	04/30/2010	10476	2010
139834	40530	Diversey	02/26/2010	4892	2010
139864	40900	Howard	05/21/2010	6163	2010
139927	40700	Laramie	01/01/2010	501	2010
139930	40890	O'Hare Airport	09/14/2010	8561	2010
139980	41450	Chicago/State	09/13/2010	14264	2010
139987	40770	Lawrence	08/02/2010	3183	2010
139989	40240	79th	07/09/2010	7820	2010
139992	41300	Loyola	01/25/2010	5398	2010
139999	41670	Conservatory	03/01/2010	705	2010
140042	41410	Chicago/Milwaukee	09/14/2010	3771	2010
140079	40510	Garfield-South Elevated	03/03/2010	1268	2010
140086	40960	Pulaski-Orange	01/16/2010	1695	2010
140097	41450	Chicago/State	06/25/2010	16827	2010
140113	40060	Belmont-O'Hare	09/29/2010	4966	2010
140139	40970	Cicero-Forest Park	03/15/2010	1204	2010
140141	40990	69th	04/25/2010	2853	2010
140172	40210	Damen-Cermak	10/09/2010	797	2010
140195	40590	Damen/Milwaukee	01/05/2010	4300	2010
140214	40460	Merchandise Mart	08/04/2010	6531	2010
140233	40040	Quincy/Wells	03/09/2010	7093	2010
140239	40770	Lawrence	07/26/2010	3169	2010
140256	41050	Linden	11/27/2010	523	2010
140266	40060	Belmont-O'Hare	07/19/2010	4645	2010
140277	40600	Kostner	05/02/2010	164	2010
140328	40440	California-Cermak	04/23/2010	1288	2010
140332	41340	LaSalle	01/12/2010	2536	2010
140333	41240	Addison-O'Hare	09/10/2010	2718	2010
140335	41230	47th-Dan Ryan	05/06/2010	3496	2010
140365	41450	Chicago/State	06/13/2010	9654	2010
140383	40850	Library	11/21/2010	1325	2010
140395	40570	California/Milwaukee	10/30/2010	2724	2010
140399	40690	Dempster	11/23/2010	809	2010
140411	40100	Morse	04/27/2010	4233	2010
140425	40190	Sox-35th-Dan Ryan	01/30/2010	2797	2010
140441	40940	Halsted/63rd	10/06/2010	1035	2010
140444	40870	Francisco	06/26/2010	839	2010
140455	41670	Conservatory	09/05/2010	533	2010
140468	41410	Chicago/Milwaukee	06/18/2010	3502	2010
140502	40340	Berwyn	10/31/2010	2353	2010
140503	40480	Cicero-Lake	01/15/2010	1447	2010
140510	40160	LaSalle/Van Buren	10/31/2010	369	2010
140570	40420	Cicero-Cermak	02/25/2010	987	2010
140614	40050	Davis	12/22/2010	2950	2010
140619	40960	Pulaski-Orange	06/10/2010	4867	2010
140623	40590	Damen/Milwaukee	03/14/2010	2769	2010
140656	40530	Diversey	03/16/2010	4845	2010
140697	40090	Damen-Brown	12/19/2010	848	2010
140718	41190	Jarvis	05/23/2010	982	2010
140732	40490	Grand/Milwaukee	12/14/2010	1935	2010
140733	41150	Kedzie-Midway	04/06/2010	3008	2010
140736	41360	California-Lake	12/06/2010	1053	2010
140770	40640	Madison/Wabash	09/07/2010	6272	2010
140773	41020	Logan Square	09/23/2010	6239	2010
140774	40230	Cumberland	07/19/2010	4786	2010
140775	41250	Central-Evanston	09/24/2010	882	2010
140798	40730	Washington/Wells	07/27/2010	6833	2010
140815	40460	Merchandise Mart	01/11/2010	6653	2010
140817	40830	18th	01/07/2010	1417	2010
140888	41320	Belmont-North Main	11/11/2010	12225	2010
140898	40320	Division/Milwaukee	10/19/2010	5657	2010
140899	41460	Irving Park-Brown	07/24/2010	1425	2010
140926	40100	Morse	04/14/2010	4398	2010
140956	40840	South Boulevard	06/15/2010	808	2010
140960	41160	Clinton-Lake	12/09/2010	4144	2010
140972	41030	Polk	05/28/2010	2760	2010
140976	41150	Kedzie-Midway	06/05/2010	1514	2010
141003	40940	Halsted/63rd	11/23/2010	848	2010
141012	41500	Montrose-Brown	02/26/2010	2325	2010
141017	40730	Washington/Wells	01/06/2010	6791	2010
141032	41010	Rockwell	03/17/2010	1664	2010
141037	41410	Chicago/Milwaukee	01/23/2010	1471	2010
141041	41410	Chicago/Milwaukee	03/28/2010	1198	2010
141048	40130	51st	08/11/2010	1096	2010
141091	40910	63rd-Dan Ryan	01/22/2010	3906	2010
141100	41480	Western-Brown	05/16/2010	1831	2010
141118	40210	Damen-Cermak	03/15/2010	1239	2010
141134	40960	Pulaski-Orange	06/05/2010	1959	2010
141174	40070	Jackson/Dearborn	01/18/2010	3821	2010
141180	40610	Ridgeland	12/29/2010	966	2010
141213	40350	UIC-Halsted	08/21/2010	2256	2010
141218	40070	Jackson/Dearborn	10/29/2010	7266	2010
141226	40580	54th/Cermak	12/20/2010	1722	2010
141256	40750	Harlem-O'Hare	12/20/2010	2362	2010
141257	40780	Central Park	11/12/2010	1099	2010
141267	41010	Rockwell	12/15/2010	1637	2010
141272	40750	Harlem-O'Hare	03/22/2010	2539	2010
141299	40540	Wilson	05/17/2010	4834	2010
141309	41160	Clinton-Lake	10/15/2010	4398	2010
141314	40800	Sedgwick	03/26/2010	3256	2010
141323	41240	Addison-O'Hare	09/11/2010	1071	2010
141325	40570	California/Milwaukee	02/23/2010	3968	2010
141364	40450	95th/Dan Ryan	01/06/2010	12286	2010
141396	41490	Harrison	02/19/2010	4219	2010
141413	40130	51st	07/15/2010	1099	2010
141419	41040	Kedzie-Cermak	03/30/2010	810	2010
141424	40080	Sheridan	01/20/2010	4961	2010
141442	40480	Cicero-Lake	01/18/2010	988	2010
141449	40120	35th/Archer	09/07/2010	2895	2010
141457	40120	35th/Archer	02/03/2010	2652	2010
141482	40570	California/Milwaukee	04/17/2010	2345	2010
141507	40030	Pulaski-Lake	04/25/2010	856	2010
141523	40260	State/Lake	01/21/2010	9433	2010
141549	40530	Diversey	10/09/2010	3644	2010
141564	40770	Lawrence	12/09/2010	3259	2010
141582	40750	Harlem-O'Hare	10/08/2010	3044	2010
141601	40260	State/Lake	04/04/2010	3110	2010
141674	41280	Jefferson Park	09/14/2010	6626	2010
141684	40930	Midway Airport	09/03/2010	9706	2010
141686	40760	Granville	07/17/2010	3091	2010
141690	41230	47th-Dan Ryan	11/12/2010	3479	2010
141729	40630	Clark/Division	09/10/2010	8166	2010
141731	41340	LaSalle	06/05/2010	759	2010
141766	41160	Clinton-Lake	01/16/2010	1337	2010
141778	41180	Kedzie-Brown	12/22/2010	1595	2010
141797	40540	Wilson	05/01/2010	4191	2010
141808	41340	LaSalle	09/02/2010	2761	2010
141811	41300	Loyola	03/05/2010	6080	2010
141814	40120	35th/Archer	09/13/2010	2987	2010
141834	40030	Pulaski-Lake	05/21/2010	2040	2010
141842	40740	Western-Cermak	12/29/2010	829	2010
141867	40790	Monroe/Dearborn	03/27/2010	1431	2010
141942	40230	Cumberland	04/18/2010	1878	2010
141951	40210	Damen-Cermak	10/19/2010	1343	2010
141954	40370	Washington/Dearborn	09/22/2010	8183	2010
141983	40510	Garfield-South Elevated	11/07/2010	588	2010
141987	41000	Cermak-Chinatown	12/12/2010	1762	2010
142000	40780	Central Park	03/29/2010	934	2010
142026	40920	Pulaski-Forest Park	01/19/2010	1669	2010
142027	40940	Halsted/63rd	07/09/2010	736	2010
142035	40230	Cumberland	05/01/2010	2794	2010
142043	40650	North/Clybourn	02/02/2010	4287	2010
142057	40160	LaSalle/Van Buren	02/07/2010	346	2010
142079	41240	Addison-O'Hare	08/20/2010	2785	2010
142090	41140	King Drive	03/13/2010	344	2010
142091	41240	Addison-O'Hare	03/21/2010	676	2010
142111	41020	Logan Square	04/22/2010	6057	2010
142124	41080	47th-South Elevated	10/08/2010	1404	2010
142142	40770	Lawrence	12/02/2010	3438	2010
142152	40490	Grand/Milwaukee	11/18/2010	2131	2010
142171	41480	Western-Brown	01/21/2010	3598	2010
142179	40880	Thorndale	03/24/2010	2885	2010
142183	40050	Davis	07/24/2010	2781	2010
142192	41660	Lake/State	05/06/2010	16463	2010
142199	41260	Austin-Lake	04/01/2010	2017	2010
142232	40430	Clinton-Forest Park	07/31/2010	1370	2010
142234	41010	Rockwell	10/03/2010	576	2010
142267	40030	Pulaski-Lake	11/04/2010	2142	2010
142269	40390	Forest Park	09/11/2010	1887	2010
142277	40030	Pulaski-Lake	05/30/2010	1137	2010
142305	40700	Laramie	10/07/2010	1581	2010
142310	40550	Irving Park-O'Hare	11/10/2010	4353	2010
142337	41290	Kimball	05/22/2010	2542	2010
142343	40930	Midway Airport	12/15/2010	7561	2010
142353	40130	51st	10/19/2010	1227	2010
142388	41460	Irving Park-Brown	03/25/2010	2452	2010
142404	41330	Montrose-O'Hare	02/05/2010	1747	2010
142412	40580	54th/Cermak	04/01/2010	1976	2010
142417	40730	Washington/Wells	10/15/2010	6816	2010
142476	40630	Clark/Division	09/08/2010	7826	2010
142482	41300	Loyola	09/30/2010	6466	2010
142499	40810	Medical Center	04/23/2010	2820	2010
142508	40270	Main	10/22/2010	1247	2010
142517	40740	Western-Cermak	01/07/2010	921	2010
142525	40160	LaSalle/Van Buren	02/09/2010	3548	2010
142561	40800	Sedgwick	07/23/2010	3490	2010
142563	40940	Halsted/63rd	05/25/2010	766	2010
142582	41500	Montrose-Brown	10/09/2010	1555	2010
142625	41080	47th-South Elevated	09/20/2010	1375	2010
142637	40030	Pulaski-Lake	03/21/2010	1045	2010
142640	40430	Clinton-Forest Park	06/14/2010	2978	2010
142645	40850	Library	05/12/2010	4227	2010
142653	40990	69th	02/05/2010	5835	2010
142660	40520	Foster	04/01/2010	934	2010
142678	40340	Berwyn	09/06/2010	1767	2010
142696	40470	Racine	04/11/2010	548	2010
142701	40870	Francisco	03/28/2010	427	2010
142705	41490	Harrison	01/18/2010	1727	2010
142725	41660	Lake/State	01/28/2010	17214	2010
142726	41280	Jefferson Park	03/26/2010	5584	2010
142759	40740	Western-Cermak	05/29/2010	655	2010
142781	41490	Harrison	07/02/2010	3499	2010
142794	40260	State/Lake	10/10/2010	6627	2010
142811	40880	Thorndale	11/09/2010	3038	2010
142868	40790	Monroe/Dearborn	01/01/2010	597	2010
142871	41210	Wellington	03/05/2010	2364	2010
142875	41280	Jefferson Park	04/26/2010	5857	2010
142887	40190	Sox-35th-Dan Ryan	11/22/2010	4432	2010
142927	40270	Main	11/21/2010	520	2010
142932	41090	Monroe/State	08/01/2010	2956	2010
142941	40800	Sedgwick	08/07/2010	3431	2010
142956	41350	Oak Park-Lake	05/06/2010	1694	2010
142960	41210	Wellington	02/03/2010	2319	2010
142971	40300	Indiana	06/03/2010	857	2010
142983	40150	Pulaski-Cermak	08/17/2010	1108	2010
143015	41400	Roosevelt	01/31/2010	5394	2010
143023	40390	Forest Park	09/17/2010	4298	2010
143050	40880	Thorndale	04/07/2010	2956	2010
143084	41090	Monroe/State	07/05/2010	3348	2010
143089	40910	63rd-Dan Ryan	09/05/2010	2261	2010
143093	41490	Harrison	12/23/2010	1646	2010
143102	40390	Forest Park	12/11/2010	1641	2010
143123	41180	Kedzie-Brown	05/16/2010	972	2010
143124	40610	Ridgeland	08/19/2010	1396	2010
143143	40650	North/Clybourn	07/06/2010	4042	2010
143162	40890	O'Hare Airport	03/02/2010	6997	2010
143163	40680	Adams/Wabash	09/27/2010	8494	2010
143164	40320	Division/Milwaukee	04/12/2010	5110	2010
143182	40840	South Boulevard	02/03/2010	725	2010
143185	40090	Damen-Brown	07/01/2010	2090	2010
143186	40400	Noyes	03/11/2010	719	2010
143194	40550	Irving Park-O'Hare	11/20/2010	2395	2010
143204	41170	Garfield-Dan Ryan	03/25/2010	3813	2010
143207	41180	Kedzie-Brown	01/21/2010	1773	2010
143221	40960	Pulaski-Orange	05/31/2010	1140	2010
143239	40710	Chicago/Franklin	08/01/2010	1773	2010
143247	40640	Madison/Wabash	08/18/2010	6699	2010
143272	41240	Addison-O'Hare	09/21/2010	3006	2010
143297	40040	Quincy/Wells	10/16/2010	1977	2010
143302	40580	54th/Cermak	06/27/2010	1333	2010
143327	41230	47th-Dan Ryan	03/09/2010	3469	2010
143328	40100	Morse	05/12/2010	4099	2010
143336	40600	Kostner	11/25/2010	174	2010
143342	40900	Howard	02/14/2010	3304	2010
143346	41340	LaSalle	04/27/2010	2957	2010
143356	40100	Morse	03/10/2010	4065	2010
143358	40040	Quincy/Wells	10/03/2010	1530	2010
143375	41200	Argyle	09/08/2010	2701	2010
143395	40180	Oak Park-Forest Park	02/18/2010	1644	2010
143398	40200	Randolph/Wabash	03/30/2010	6211	2010
143399	41190	Jarvis	04/08/2010	1540	2010
143424	41480	Western-Brown	03/31/2010	3695	2010
143429	40490	Grand/Milwaukee	11/30/2010	2081	2010
143444	40930	Midway Airport	04/16/2010	9204	2010
143445	40220	Western-Forest Park	02/22/2010	1395	2010
143472	40520	Foster	09/13/2010	786	2010
143487	40610	Ridgeland	02/19/2010	1333	2010
143512	41190	Jarvis	11/22/2010	1363	2010
143518	40750	Harlem-O'Hare	04/07/2010	2660	2010
143538	40740	Western-Cermak	03/31/2010	992	2010
143547	40060	Belmont-O'Hare	11/17/2010	5083	2010
143569	40660	Armitage	10/14/2010	4455	2010
143570	40550	Irving Park-O'Hare	06/30/2010	4451	2010
143586	40810	Medical Center	03/21/2010	540	2010
143592	40700	Laramie	04/25/2010	513	2010
143597	41010	Rockwell	07/19/2010	1608	2010
143619	40570	California/Milwaukee	03/22/2010	3607	2010
143640	40020	Harlem-Lake	06/14/2010	3708	2010
143641	41490	Harrison	03/18/2010	4445	2010
143648	40660	Armitage	04/22/2010	3549	2010
143663	40040	Quincy/Wells	06/13/2010	1437	2010
143667	40570	California/Milwaukee	04/16/2010	4105	2010
143676	40590	Damen/Milwaukee	06/21/2010	5064	2010
143690	40520	Foster	02/21/2010	322	2010
143707	40130	51st	09/17/2010	1225	2010
143742	40480	Cicero-Lake	02/01/2010	1510	2010
143760	40890	O'Hare Airport	01/29/2010	7395	2010
143800	40590	Damen/Milwaukee	09/29/2010	5701	2010
143812	40300	Indiana	08/13/2010	874	2010
143823	41300	Loyola	08/15/2010	2835	2010
143829	40530	Diversey	04/28/2010	4870	2010
143833	41080	47th-South Elevated	09/21/2010	1460	2010
143860	40730	Washington/Wells	05/02/2010	846	2010
143861	40250	Kedzie-Homan-Forest Park	01/22/2010	1842	2010
143867	41210	Wellington	03/17/2010	2417	2010
143897	40010	Austin-Forest Park	02/24/2010	1835	2010
143898	41030	Polk	09/21/2010	3707	2010
143910	41130	Halsted-Orange	08/13/2010	2138	2010
143916	41660	Lake/State	06/10/2010	17557	2010
143945	41460	Irving Park-Brown	11/24/2010	2265	2010
143978	40420	Cicero-Cermak	02/14/2010	959	2010
143980	41360	California-Lake	01/13/2010	1067	2010
143982	40840	South Boulevard	04/03/2010	377	2010
143993	41160	Clinton-Lake	06/28/2010	4398	2010
143998	40600	Kostner	11/28/2010	177	2010
144003	41060	Ashland-Orange	02/02/2010	1502	2010
144009	41660	Lake/State	09/05/2010	11161	2010
144040	41400	Roosevelt	07/16/2010	12140	2010
