	station_id	stationname	date	rides	y
136573	40370	Washington/Dearborn	07/01/2016	12169	2016
136584	41170	Garfield-Dan Ryan	08/02/2016	3755	2016
136586	40590	Damen/Milwaukee	03/11/2016	8109	2016
136614	40770	Lawrence	04/07/2016	3811	2016
136623	41200	Argyle	04/13/2016	3294	2016
136635	40020	Harlem-Lake	05/03/2016	3832	2016
136649	41010	Rockwell	01/15/2016	1922	2016
136654	40210	Damen-Cermak	12/12/2016	1575	2016
136657	41040	Kedzie-Cermak	06/21/2016	1177	2016
136667	40140	Dempster-Skokie	02/18/2016	1745	2016
136710	40710	Chicago/Franklin	02/10/2016	7117	2016
136729	40480	Cicero-Lake	06/01/2016	1420	2016
136739	40720	East 63rd-Cottage Grove	04/20/2016	1085	2016
136741	40710	Chicago/Franklin	10/07/2016	7387	2016
136761	40420	Cicero-Cermak	09/26/2016	1282	2016
136796	40020	Harlem-Lake	05/17/2016	3640	2016
136800	40160	LaSalle/Van Buren	02/05/2016	2859	2016
136834	41440	Addison-Brown	07/28/2016	2712	2016
136840	40020	Harlem-Lake	10/21/2016	4098	2016
136845	40540	Wilson	12/08/2016	5722	2016
136856	41400	Roosevelt	04/26/2016	10981	2016
136872	40610	Ridgeland	11/23/2016	1095	2016
136878	40790	Monroe/Dearborn	05/26/2016	8100	2016
136880	40150	Pulaski-Cermak	11/12/2016	740	2016
136881	40730	Washington/Wells	03/05/2016	1411	2016
136925	40430	Clinton-Forest Park	01/14/2016	4000	2016
136939	41510	Morgan-Lake	08/13/2016	1987	2016
136970	41210	Wellington	04/29/2016	3094	2016
136973	40810	Medical Center	05/27/2016	2967	2016
136977	40910	63rd-Dan Ryan	06/28/2016	3107	2016
136980	40800	Sedgwick	06/23/2016	4392	2016
136981	40540	Wilson	10/30/2016	3000	2016
136990	40680	Adams/Wabash	03/01/2016	9144	2016
136998	40670	Western/Milwaukee	09/24/2016	2820	2016
136999	40720	East 63rd-Cottage Grove	12/21/2016	1020	2016
137005	40960	Pulaski-Orange	10/14/2016	5763	2016
137031	41080	47th-South Elevated	11/29/2016	1288	2016
137050	40160	LaSalle/Van Buren	10/21/2016	2868	2016
137077	40050	Davis	12/29/2016	2538	2016
137089	40460	Merchandise Mart	12/23/2016	2892	2016
137092	40180	Oak Park-Forest Park	12/22/2016	1584	2016
137103	41450	Chicago/State	06/07/2016	16231	2016
137143	41050	Linden	05/28/2016	1121	2016
137174	40600	Kostner	08/17/2016	557	2016
137206	40210	Damen-Cermak	05/19/2016	1594	2016
137216	40520	Foster	03/23/2016	653	2016
137248	41450	Chicago/State	02/20/2016	13491	2016
137273	40330	Grand/State	09/27/2016	11132	2016
137282	40670	Western/Milwaukee	06/16/2016	5489	2016
137310	40680	Adams/Wabash	05/26/2016	10624	2016
137319	40820	Rosemont	08/24/2016	6799	2016
137329	40990	69th	01/31/2016	3005	2016
137332	40920	Pulaski-Forest Park	12/12/2016	1618	2016
137345	40430	Clinton-Forest Park	02/28/2016	1350	2016
137371	40160	LaSalle/Van Buren	04/30/2016	556	2016
137377	41140	King Drive	09/09/2016	635	2016
137393	41330	Montrose-O'Hare	07/06/2016	2587	2016
137406	40910	63rd-Dan Ryan	07/03/2016	2111	2016
137407	40200	Randolph/Wabash	02/15/2016	7106	2016
137409	40910	63rd-Dan Ryan	11/26/2016	2096	2016
137411	40330	Grand/State	05/10/2016	11577	2016
137414	40030	Pulaski-Lake	09/04/2016	806	2016
137420	40450	95th/Dan Ryan	07/11/2016	10645	2016
137441	40920	Pulaski-Forest Park	04/15/2016	2011	2016
137464	41280	Jefferson Park	02/27/2016	3814	2016
137473	40380	Clark/Lake	07/02/2016	6617	2016
137486	40990	69th	05/03/2016	5695	2016
137509	40330	Grand/State	11/07/2016	11375	2016
137539	40120	35th/Archer	09/21/2016	3571	2016
137607	41680	Oakton-Skokie	08/01/2016	945	2016
137618	40030	Pulaski-Lake	01/28/2016	1533	2016
137636	40050	Davis	03/11/2016	3969	2016
137642	40140	Dempster-Skokie	01/20/2016	1741	2016
137678	40990	69th	02/04/2016	5651	2016
137690	41260	Austin-Lake	11/24/2016	749	2016
137704	40940	Halsted/63rd	11/04/2016	685	2016
137717	41420	Addison-North Main	10/09/2016	9062	2016
137723	40750	Harlem-O'Hare	03/08/2016	3271	2016
137724	40450	95th/Dan Ryan	07/23/2016	6565	2016
137726	40390	Forest Park	09/22/2016	3921	2016
137730	41420	Addison-North Main	06/24/2016	11847	2016
137736	40340	Berwyn	03/19/2016	1937	2016
137758	40680	Adams/Wabash	12/13/2016	8438	2016
137805	40480	Cicero-Lake	10/02/2016	754	2016
137828	41150	Kedzie-Midway	12/20/2016	3024	2016
137829	40770	Lawrence	06/26/2016	2582	2016
137884	41280	Jefferson Park	05/05/2016	7385	2016
137907	40220	Western-Forest Park	07/03/2016	829	2016
137932	41280	Jefferson Park	05/14/2016	3696	2016
137948	41500	Montrose-Brown	11/19/2016	1838	2016
137949	41420	Addison-North Main	05/02/2016	6701	2016
137956	41350	Oak Park-Lake	08/27/2016	802	2016
137994	40710	Chicago/Franklin	03/15/2016	7009	2016
138024	41140	King Drive	03/03/2016	549	2016
138062	40280	Central-Lake	03/24/2016	1970	2016
138072	41420	Addison-North Main	12/04/2016	3312	2016
138098	40480	Cicero-Lake	03/12/2016	1079	2016
138105	40170	Ashland-Lake	03/24/2016	2263	2016
138108	41220	Fullerton	03/03/2016	15167	2016
138203	40600	Kostner	05/21/2016	345	2016
138210	40940	Halsted/63rd	05/03/2016	728	2016
138235	41150	Kedzie-Midway	09/08/2016	3919	2016
138239	40770	Lawrence	10/22/2016	3071	2016
138256	40480	Cicero-Lake	09/16/2016	1374	2016
138262	40820	Rosemont	09/01/2016	6757	2016
138298	41160	Clinton-Lake	07/29/2016	4473	2016
138303	40350	UIC-Halsted	10/20/2016	8202	2016
138318	40980	Harlem-Forest Park	07/16/2016	776	2016
138319	41250	Central-Evanston	10/14/2016	811	2016
138344	41050	Linden	01/07/2016	916	2016
138359	40470	Racine	04/26/2016	2507	2016
138370	41020	Logan Square	08/05/2016	7392	2016
138372	41200	Argyle	05/10/2016	3053	2016
138373	41130	Halsted-Orange	02/29/2016	2961	2016
138405	40310	Western-Orange	07/19/2016	4098	2016
138431	40640	Madison/Wabash	04/21/2016	0	2016
138434	40830	18th	10/22/2016	1616	2016
138435	40370	Washington/Dearborn	07/24/2016	4724	2016
138443	41250	Central-Evanston	12/09/2016	757	2016
138444	40940	Halsted/63rd	04/11/2016	777	2016
138459	40820	Rosemont	06/15/2016	7082	2016
138464	40790	Monroe/Dearborn	02/27/2016	2720	2016
138476	40050	Davis	12/19/2016	3013	2016
138497	40230	Cumberland	03/28/2016	4397	2016
138528	41240	Addison-O'Hare	08/03/2016	3190	2016
138537	40280	Central-Lake	01/27/2016	2276	2016
138568	40360	Southport	06/05/2016	1968	2016
138577	40100	Morse	08/18/2016	4600	2016
138578	41070	Kedzie-Lake	05/24/2016	1824	2016
138581	41460	Irving Park-Brown	09/20/2016	3381	2016
138583	41500	Montrose-Brown	11/18/2016	2936	2016
138586	40840	South Boulevard	08/10/2016	847	2016
138595	40640	Madison/Wabash	06/09/2016	0	2016
138602	40360	Southport	05/23/2016	3446	2016
138616	40400	Noyes	06/06/2016	798	2016
138629	40350	UIC-Halsted	01/12/2016	7413	2016
138647	40790	Monroe/Dearborn	09/07/2016	8296	2016
138664	40430	Clinton-Forest Park	04/17/2016	1391	2016
138668	41690	Cermak-McCormick Place	07/08/2016	1388	2016
138679	40560	Jackson/State	02/05/2016	9963	2016
138740	40970	Cicero-Forest Park	07/31/2016	799	2016
138775	40040	Quincy/Wells	04/18/2016	7999	2016
138777	40710	Chicago/Franklin	01/14/2016	7502	2016
138781	40540	Wilson	09/10/2016	4173	2016
138791	41500	Montrose-Brown	05/18/2016	2884	2016
138798	40380	Clark/Lake	10/16/2016	6019	2016
138806	41420	Addison-North Main	08/03/2016	16427	2016
138817	41030	Polk	02/05/2016	3406	2016
138924	41180	Kedzie-Brown	08/04/2016	2004	2016
138936	40680	Adams/Wabash	11/28/2016	8283	2016
138961	40090	Damen-Brown	01/11/2016	2972	2016
138963	40850	Library	04/26/2016	3982	2016
138976	40820	Rosemont	10/19/2016	6834	2016
138979	41400	Roosevelt	01/11/2016	9061	2016
139009	40160	LaSalle/Van Buren	04/01/2016	2559	2016
139015	40510	Garfield-South Elevated	02/03/2016	1417	2016
139029	40720	East 63rd-Cottage Grove	04/02/2016	645	2016
139032	41490	Harrison	06/24/2016	4260	2016
139043	40750	Harlem-O'Hare	12/08/2016	2976	2016
139068	40840	South Boulevard	04/15/2016	826	2016
139075	41070	Kedzie-Lake	10/26/2016	1615	2016
139076	41050	Linden	12/08/2016	831	2016
139101	40690	Dempster	01/12/2016	752	2016
139128	40840	South Boulevard	01/20/2016	796	2016
139139	40320	Division/Milwaukee	06/29/2016	5874	2016
139147	40810	Medical Center	12/31/2016	926	2016
139154	40050	Davis	12/09/2016	3640	2016
139180	40540	Wilson	04/21/2016	6202	2016
139201	40920	Pulaski-Forest Park	08/22/2016	1925	2016
139242	40250	Kedzie-Homan-Forest Park	02/25/2016	2054	2016
139270	40360	Southport	05/30/2016	1549	2016
139342	40670	Western/Milwaukee	11/14/2016	5515	2016
139358	40360	Southport	02/11/2016	3342	2016
139369	40430	Clinton-Forest Park	09/11/2016	1364	2016
139372	40540	Wilson	03/22/2016	5145	2016
139384	41400	Roosevelt	11/17/2016	11635	2016
139390	40890	O'Hare Airport	08/22/2016	12790	2016
139408	41660	Lake/State	02/10/2016	21542	2016
139412	41160	Clinton-Lake	05/11/2016	4562	2016
139414	40510	Garfield-South Elevated	04/08/2016	1266	2016
139432	40510	Garfield-South Elevated	10/22/2016	963	2016
139470	41460	Irving Park-Brown	07/15/2016	3213	2016
139479	40730	Washington/Wells	11/20/2016	938	2016
139484	41350	Oak Park-Lake	04/09/2016	720	2016
139486	41250	Central-Evanston	06/08/2016	847	2016
139490	40220	Western-Forest Park	09/28/2016	1902	2016
139503	40300	Indiana	02/12/2016	803	2016
139512	40910	63rd-Dan Ryan	12/05/2016	3114	2016
139518	40380	Clark/Lake	01/06/2016	20428	2016
139519	40420	Cicero-Cermak	05/07/2016	1047	2016
139526	40450	95th/Dan Ryan	04/25/2016	11171	2016
139532	41150	Kedzie-Midway	12/15/2016	2839	2016
139540	40350	UIC-Halsted	04/10/2016	1456	2016
139544	41020	Logan Square	09/18/2016	3545	2016
139561	41360	California-Lake	10/16/2016	524	2016
139571	41440	Addison-Brown	02/11/2016	2554	2016
139665	41260	Austin-Lake	06/10/2016	2119	2016
139667	41220	Fullerton	06/28/2016	10547	2016
139680	41310	Paulina	07/22/2016	2766	2016
139703	40700	Laramie	03/16/2016	1300	2016
139721	40190	Sox-35th-Dan Ryan	07/06/2016	7130	2016
139754	40770	Lawrence	12/10/2016	2575	2016
139758	40030	Pulaski-Lake	04/15/2016	1594	2016
139765	40460	Merchandise Mart	12/17/2016	1610	2016
139791	40870	Francisco	12/28/2016	1251	2016
139804	40970	Cicero-Forest Park	11/11/2016	1531	2016
139817	40730	Washington/Wells	06/26/2016	5580	2016
139846	41660	Lake/State	02/29/2016	21366	2016
139887	41330	Montrose-O'Hare	02/02/2016	2380	2016
139913	41400	Roosevelt	06/22/2016	14259	2016
139963	40240	79th	03/15/2016	7335	2016
139966	40800	Sedgwick	01/05/2016	4050	2016
139970	40440	California-Cermak	12/16/2016	1365	2016
139996	40830	18th	02/10/2016	1857	2016
140004	41010	Rockwell	02/24/2016	1913	2016
140008	40770	Lawrence	09/29/2016	3643	2016
140017	41670	Conservatory	11/13/2016	448	2016
140026	40170	Ashland-Lake	06/04/2016	1266	2016
140041	41220	Fullerton	01/13/2016	14727	2016
140046	40320	Division/Milwaukee	12/13/2016	6479	2016
140093	40480	Cicero-Lake	09/25/2016	702	2016
140094	40530	Diversey	11/20/2016	1936	2016
140132	41170	Garfield-Dan Ryan	10/03/2016	3735	2016
140143	40260	State/Lake	12/03/2016	5946	2016
140160	41450	Chicago/State	04/17/2016	10572	2016
140170	41490	Harrison	12/02/2016	4808	2016
140188	41430	87th	02/18/2016	4208	2016
140202	40430	Clinton-Forest Park	03/05/2016	1519	2016
140238	40200	Randolph/Wabash	06/15/2016	11190	2016
140264	40760	Granville	05/21/2016	2770	2016
140280	40040	Quincy/Wells	08/15/2016	8819	2016
140307	40190	Sox-35th-Dan Ryan	09/17/2016	3121	2016
140318	40300	Indiana	12/23/2016	692	2016
140323	41090	Monroe/State	03/14/2016	11694	2016
140342	40840	South Boulevard	07/08/2016	822	2016
140393	40350	UIC-Halsted	03/27/2016	1096	2016
140396	40140	Dempster-Skokie	05/03/2016	1885	2016
140400	40750	Harlem-O'Hare	07/02/2016	1519	2016
140424	40640	Madison/Wabash	05/17/2016	0	2016
140428	40600	Kostner	05/29/2016	280	2016
140433	41400	Roosevelt	05/25/2016	10452	2016
140447	40670	Western/Milwaukee	10/05/2016	5681	2016
140493	40880	Thorndale	12/01/2016	3400	2016
140495	40300	Indiana	01/31/2016	405	2016
140524	41200	Argyle	04/18/2016	3061	2016
140534	41090	Monroe/State	08/05/2016	11304	2016
140546	41140	King Drive	03/16/2016	661	2016
140547	40670	Western/Milwaukee	02/28/2016	2025	2016
140548	40140	Dempster-Skokie	08/02/2016	2458	2016
140556	40880	Thorndale	09/23/2016	3556	2016
140562	40420	Cicero-Cermak	08/08/2016	1294	2016
140577	40680	Adams/Wabash	02/09/2016	9251	2016
140597	41230	47th-Dan Ryan	08/28/2016	1858	2016
140659	41300	Loyola	10/03/2016	5765	2016
140674	40820	Rosemont	10/21/2016	6840	2016
140678	40200	Randolph/Wabash	11/09/2016	11230	2016
140686	40230	Cumberland	09/07/2016	4943	2016
140708	40510	Garfield-South Elevated	06/15/2016	1562	2016
140721	40770	Lawrence	03/12/2016	3236	2016
140739	40550	Irving Park-O'Hare	06/20/2016	4380	2016
140758	40960	Pulaski-Orange	10/04/2016	5922	2016
140793	40020	Harlem-Lake	01/20/2016	3848	2016
140826	40840	South Boulevard	09/10/2016	461	2016
140881	41380	Bryn Mawr	06/18/2016	3989	2016
140896	41240	Addison-O'Hare	10/22/2016	1623	2016
140903	40280	Central-Lake	11/12/2016	1362	2016
140904	40150	Pulaski-Cermak	03/18/2016	1151	2016
140905	40810	Medical Center	07/15/2016	2709	2016
140915	40160	LaSalle/Van Buren	06/26/2016	767	2016
140939	40320	Division/Milwaukee	01/02/2016	2700	2016
140948	41400	Roosevelt	06/04/2016	8177	2016
140954	40480	Cicero-Lake	04/04/2016	1318	2016
140995	41040	Kedzie-Cermak	04/27/2016	1111	2016
141015	41180	Kedzie-Brown	01/14/2016	2050	2016
141029	41310	Paulina	09/28/2016	2838	2016
141046	40090	Damen-Brown	04/05/2016	3046	2016
141052	41130	Halsted-Orange	05/25/2016	2588	2016
141070	40660	Armitage	05/26/2016	4726	2016
141076	40270	Main	10/03/2016	1168	2016
141103	41010	Rockwell	11/05/2016	1124	2016
141125	40450	95th/Dan Ryan	12/28/2016	8597	2016
141163	41150	Kedzie-Midway	07/15/2016	3536	2016
141176	40790	Monroe/Dearborn	10/22/2016	2761	2016
141192	41340	LaSalle	04/03/2016	1495	2016
141211	41410	Chicago/Milwaukee	04/05/2016	4474	2016
141219	41190	Jarvis	10/04/2016	1779	2016
141227	40690	Dempster	06/19/2016	591	2016
141249	40610	Ridgeland	11/11/2016	1256	2016
141275	40050	Davis	03/13/2016	1579	2016
141280	40710	Chicago/Franklin	03/08/2016	7032	2016
141320	41500	Montrose-Brown	05/01/2016	1189	2016
141321	41010	Rockwell	06/29/2016	1950	2016
141329	41170	Garfield-Dan Ryan	11/21/2016	3436	2016
141330	40080	Sheridan	12/30/2016	3743	2016
141332	40970	Cicero-Forest Park	11/02/2016	1718	2016
141347	40960	Pulaski-Orange	09/22/2016	6166	2016
141388	40680	Adams/Wabash	05/23/2016	9423	2016
141390	41090	Monroe/State	06/02/2016	11882	2016
141398	40050	Davis	01/30/2016	2518	2016
141405	40580	54th/Cermak	11/10/2016	2406	2016
141443	40190	Sox-35th-Dan Ryan	05/01/2016	2328	2016
141461	41410	Chicago/Milwaukee	01/25/2016	4537	2016
141467	41050	Linden	11/24/2016	257	2016
141526	40050	Davis	05/13/2016	4132	2016
141574	40230	Cumberland	10/19/2016	5000	2016
141575	40980	Harlem-Forest Park	02/23/2016	1201	2016
141577	40800	Sedgwick	01/23/2016	2080	2016
141580	41450	Chicago/State	12/11/2016	8937	2016
141593	40250	Kedzie-Homan-Forest Park	02/23/2016	2204	2016
141610	41180	Kedzie-Brown	06/07/2016	2103	2016
141619	41230	47th-Dan Ryan	09/04/2016	1987	2016
141639	40680	Adams/Wabash	04/12/2016	9677	2016
141658	41430	87th	03/01/2016	4127	2016
141670	40150	Pulaski-Cermak	06/28/2016	1111	2016
141695	40100	Morse	08/06/2016	3779	2016
141727	41410	Chicago/Milwaukee	11/23/2016	3545	2016
141730	41320	Belmont-North Main	07/12/2016	12234	2016
141774	41330	Montrose-O'Hare	09/18/2016	1092	2016
141776	41240	Addison-O'Hare	01/05/2016	2936	2016
141785	41200	Argyle	01/01/2016	1741	2016
141803	40970	Cicero-Forest Park	05/20/2016	1513	2016
141809	41310	Paulina	08/29/2016	2638	2016
141855	40050	Davis	04/10/2016	1650	2016
141873	41150	Kedzie-Midway	10/20/2016	3938	2016
141887	40640	Madison/Wabash	12/06/2016	0	2016
141892	40890	O'Hare Airport	10/14/2016	14647	2016
141900	40270	Main	05/18/2016	1187	2016
141948	41090	Monroe/State	04/28/2016	12829	2016
141950	40280	Central-Lake	01/02/2016	1368	2016
141982	41670	Conservatory	03/21/2016	920	2016
142030	40970	Cicero-Forest Park	01/26/2016	1513	2016
142032	40940	Halsted/63rd	01/02/2016	378	2016
142078	40150	Pulaski-Cermak	03/17/2016	1217	2016
142086	40890	O'Hare Airport	03/19/2016	8839	2016
142129	40630	Clark/Division	04/18/2016	7707	2016
142137	41050	Linden	05/04/2016	810	2016
142164	41160	Clinton-Lake	01/03/2016	895	2016
142169	40630	Clark/Division	01/21/2016	8056	2016
142195	41440	Addison-Brown	08/18/2016	2247	2016
142208	40400	Noyes	07/20/2016	938	2016
142211	41300	Loyola	07/02/2016	3662	2016
142223	41170	Garfield-Dan Ryan	11/23/2016	3423	2016
142242	40230	Cumberland	08/02/2016	5191	2016
142245	40520	Foster	09/06/2016	794	2016
142271	41460	Irving Park-Brown	08/27/2016	1672	2016
142275	40650	North/Clybourn	03/20/2016	3996	2016
142286	41120	35-Bronzeville-IIT	08/21/2016	1062	2016
142308	41480	Western-Brown	12/30/2016	2980	2016
142312	40020	Harlem-Lake	12/21/2016	3483	2016
142314	40510	Garfield-South Elevated	03/24/2016	1213	2016
142317	40550	Irving Park-O'Hare	12/06/2016	4374	2016
142320	41180	Kedzie-Brown	12/07/2016	2001	2016
142338	40610	Ridgeland	06/21/2016	1536	2016
142342	40170	Ashland-Lake	06/08/2016	2495	2016
142351	40790	Monroe/Dearborn	06/25/2016	2843	2016
142374	41680	Oakton-Skokie	08/16/2016	936	2016
142420	41400	Roosevelt	04/13/2016	11127	2016
142433	41240	Addison-O'Hare	09/10/2016	1378	2016
142445	41140	King Drive	03/13/2016	292	2016
142447	41450	Chicago/State	01/29/2016	14923	2016
142536	40330	Grand/State	10/17/2016	11728	2016
142546	41300	Loyola	08/06/2016	3876	2016
142550	41450	Chicago/State	10/30/2016	12449	2016
142564	40470	Racine	08/13/2016	881	2016
142585	40440	California-Cermak	09/11/2016	723	2016
142590	41440	Addison-Brown	07/04/2016	903	2016
142618	41340	LaSalle	10/05/2016	3817	2016
142623	40790	Monroe/Dearborn	12/27/2016	5167	2016
142646	41020	Logan Square	03/18/2016	7846	2016
142657	40640	Madison/Wabash	03/10/2016	0	2016
142659	40140	Dempster-Skokie	10/23/2016	825	2016
142675	41400	Roosevelt	12/18/2016	7667	2016
142676	40130	51st	03/15/2016	1066	2016
142688	41320	Belmont-North Main	02/15/2016	9852	2016
142710	41190	Jarvis	11/10/2016	1794	2016
142713	40250	Kedzie-Homan-Forest Park	06/19/2016	1201	2016
142731	41670	Conservatory	03/06/2016	564	2016
142732	40760	Granville	11/11/2016	4535	2016
142738	40430	Clinton-Forest Park	10/19/2016	4202	2016
142742	40210	Damen-Cermak	10/22/2016	1106	2016
142760	40560	Jackson/State	08/23/2016	9320	2016
142789	41120	35-Bronzeville-IIT	03/13/2016	633	2016
142793	41410	Chicago/Milwaukee	05/30/2016	1590	2016
142843	40780	Central Park	10/12/2016	1329	2016
142858	40300	Indiana	01/28/2016	978	2016
142859	40600	Kostner	01/31/2016	199	2016
142863	40430	Clinton-Forest Park	07/06/2016	4130	2016
142873	40470	Racine	02/28/2016	839	2016
142877	40160	LaSalle/Van Buren	06/04/2016	526	2016
142880	40440	California-Cermak	03/30/2016	1250	2016
142885	40130	51st	03/25/2016	918	2016
142906	41450	Chicago/State	04/12/2016	15479	2016
142914	41680	Oakton-Skokie	11/07/2016	1067	2016
142919	41350	Oak Park-Lake	08/21/2016	773	2016
142933	40440	California-Cermak	06/01/2016	1567	2016
142942	41500	Montrose-Brown	10/19/2016	3030	2016
142987	40790	Monroe/Dearborn	03/20/2016	1993	2016
143004	41510	Morgan-Lake	10/05/2016	2910	2016
143012	40550	Irving Park-O'Hare	05/22/2016	2261	2016
143040	41200	Argyle	10/15/2016	2778	2016
143048	40060	Belmont-O'Hare	05/03/2016	5672	2016
143080	41420	Addison-North Main	04/27/2016	10275	2016
143083	40590	Damen/Milwaukee	04/27/2016	6693	2016
143085	41350	Oak Park-Lake	04/28/2016	1598	2016
143100	40800	Sedgwick	10/30/2016	2203	2016
143105	41360	California-Lake	08/03/2016	1177	2016
143110	40800	Sedgwick	07/11/2016	4306	2016
143120	40960	Pulaski-Orange	03/16/2016	5618	2016
143137	41460	Irving Park-Brown	08/21/2016	1260	2016
143150	41270	43rd	07/29/2016	1194	2016
143151	40590	Damen/Milwaukee	07/07/2016	7000	2016
143195	41460	Irving Park-Brown	04/18/2016	3236	2016
143203	40640	Madison/Wabash	02/05/2016	0	2016
143230	40920	Pulaski-Forest Park	08/12/2016	1921	2016
143241	41360	California-Lake	11/27/2016	394	2016
143246	40120	35th/Archer	10/26/2016	3395	2016
143249	40680	Adams/Wabash	10/22/2016	5019	2016
143254	41070	Kedzie-Lake	12/22/2016	1244	2016
143257	41140	King Drive	03/24/2016	552	2016
143298	41050	Linden	07/26/2016	975	2016
143306	40600	Kostner	12/26/2016	270	2016
143309	40090	Damen-Brown	08/29/2016	2727	2016
143334	40740	Western-Cermak	01/13/2016	1053	2016
143350	41350	Oak Park-Lake	02/17/2016	1570	2016
143366	40200	Randolph/Wabash	08/20/2016	4932	2016
143394	40540	Wilson	02/13/2016	3822	2016
143434	41430	87th	05/22/2016	2669	2016
143460	40100	Morse	05/21/2016	3708	2016
143462	40520	Foster	12/26/2016	252	2016
143470	40540	Wilson	12/20/2016	4506	2016
143485	41290	Kimball	07/31/2016	2097	2016
143515	40190	Sox-35th-Dan Ryan	06/16/2016	4641	2016
143519	40640	Madison/Wabash	06/14/2016	0	2016
143546	41480	Western-Brown	04/12/2016	4135	2016
143550	40170	Ashland-Lake	12/19/2016	2103	2016
143553	40880	Thorndale	05/06/2016	3502	2016
143559	40770	Lawrence	08/20/2016	2360	2016
143572	41000	Cermak-Chinatown	04/19/2016	3950	2016
143581	40890	O'Hare Airport	12/31/2016	8356	2016
143584	40910	63rd-Dan Ryan	11/01/2016	3546	2016
143606	40260	State/Lake	02/02/2016	9842	2016
143625	40530	Diversey	05/03/2016	6037	2016
143665	40010	Austin-Forest Park	09/30/2016	2186	2016
143675	41410	Chicago/Milwaukee	11/17/2016	4513	2016
