	station_id	stationname	date	rides	y
87409	40010	Austin-Forest Park	03/01/2020	511	2020
87410	40010	Austin-Forest Park	03/02/2020	1686	2020
87411	40010	Austin-Forest Park	03/03/2020	1801	2020
87412	40010	Austin-Forest Park	03/04/2020	1779	2020
87413	40010	Austin-Forest Park	03/05/2020	1750	2020
87414	40010	Austin-Forest Park	03/06/2020	1669	2020
87415	40010	Austin-Forest Park	03/07/2020	684	2020
87416	40010	Austin-Forest Park	03/08/2020	520	2020
87417	40010	Austin-Forest Park	03/09/2020	1630	2020
87418	40010	Austin-Forest Park	03/10/2020	1727	2020
87419	40010	Austin-Forest Park	03/11/2020	1688	2020
87420	40010	Austin-Forest Park	03/12/2020	1538	2020
87421	40010	Austin-Forest Park	03/13/2020	1311	2020
87422	40010	Austin-Forest Park	03/14/2020	493	2020
87423	40010	Austin-Forest Park	03/15/2020	370	2020
87424	40010	Austin-Forest Park	03/16/2020	778	2020
87425	40010	Austin-Forest Park	03/17/2020	623	2020
87426	40010	Austin-Forest Park	03/18/2020	568	2020
87427	40010	Austin-Forest Park	03/19/2020	494	2020
87428	40010	Austin-Forest Park	03/20/2020	458	2020
87429	40010	Austin-Forest Park	03/21/2020	240	2020
87430	40010	Austin-Forest Park	03/22/2020	170	2020
87431	40010	Austin-Forest Park	03/23/2020	331	2020
87432	40010	Austin-Forest Park	03/24/2020	370	2020
87433	40010	Austin-Forest Park	03/25/2020	373	2020
87434	40010	Austin-Forest Park	03/26/2020	337	2020
87435	40010	Austin-Forest Park	03/27/2020	385	2020
87436	40010	Austin-Forest Park	03/28/2020	208	2020
87437	40010	Austin-Forest Park	03/29/2020	192	2020
87438	40010	Austin-Forest Park	03/30/2020	299	2020
87439	40010	Austin-Forest Park	03/31/2020	312	2020
87440	40020	Harlem-Lake	03/01/2020	1412	2020
87441	40020	Harlem-Lake	03/02/2020	3281	2020
87442	40020	Harlem-Lake	03/03/2020	3483	2020
87443	40020	Harlem-Lake	03/04/2020	3529	2020
87444	40020	Harlem-Lake	03/05/2020	3549	2020
87445	40020	Harlem-Lake	03/06/2020	3307	2020
87446	40020	Harlem-Lake	03/07/2020	1818	2020
100603	40020	Harlem-Lake	03/08/2020	1329	2020
100604	40020	Harlem-Lake	03/09/2020	3106	2020
100605	40020	Harlem-Lake	03/10/2020	3317	2020
100606	40020	Harlem-Lake	03/11/2020	3329	2020
100607	40020	Harlem-Lake	03/12/2020	3128	2020
100608	40020	Harlem-Lake	03/13/2020	2761	2020
100609	40020	Harlem-Lake	03/14/2020	1260	2020
100610	40020	Harlem-Lake	03/15/2020	951	2020
100611	40020	Harlem-Lake	03/16/2020	1702	2020
100612	40020	Harlem-Lake	03/17/2020	1528	2020
100613	40020	Harlem-Lake	03/18/2020	1300	2020
100614	40020	Harlem-Lake	03/19/2020	1206	2020
100615	40020	Harlem-Lake	03/20/2020	1184	2020
100616	40020	Harlem-Lake	03/21/2020	639	2020
100617	40020	Harlem-Lake	03/22/2020	488	2020
100618	40020	Harlem-Lake	03/23/2020	837	2020
100619	40020	Harlem-Lake	03/24/2020	910	2020
100620	40020	Harlem-Lake	03/25/2020	950	2020
100621	40020	Harlem-Lake	03/26/2020	879	2020
100622	40020	Harlem-Lake	03/27/2020	937	2020
100623	40020	Harlem-Lake	03/28/2020	594	2020
100624	40020	Harlem-Lake	03/29/2020	535	2020
100625	40020	Harlem-Lake	03/30/2020	797	2020
100626	40020	Harlem-Lake	03/31/2020	826	2020
100627	40030	Pulaski-Lake	03/01/2020	620	2020
100628	40030	Pulaski-Lake	03/02/2020	1232	2020
100629	40030	Pulaski-Lake	03/03/2020	1247	2020
100630	40030	Pulaski-Lake	03/04/2020	1356	2020
100631	40030	Pulaski-Lake	03/05/2020	1302	2020
100632	40030	Pulaski-Lake	03/06/2020	1196	2020
100633	40030	Pulaski-Lake	03/07/2020	807	2020
